x_coor,y_coor,price,bedrooms,bathrooms,sqft_lot,grade,sqft_living15,sqft_lot15
-122.278,47.6582,13.4821335262504,3,1.75,5000,9,2300,6000
-122.385,47.6542,12.9239124386805,3,2,4250,6,1440,4250
-122.388,47.5437,13.6529916284665,4,3.25,6500,8,1750,6500
-122.184,47.6476,13.8643007221337,4,3.25,35021,10,3440,35021
-122.028,47.5833,13.3816459753344,4,2.5,13435,10,2730,9677
-122.37,47.6763,13.3374747570213,4,2.25,5350,7,1250,4880
-122.044,47.323,13.7483018082708,4,4.5,84267,11,4100,83729
-122.196,47.7168,12.8452914840646,3,1,10320,7,1140,10412
-122.397,47.6416,13.4574060212159,3,1.75,5375,7,1460,6125
-122.298,47.7259,13.1768515626884,4,2.25,8005,8,1860,8010
-122.18,47.5197,12.9598444479066,3,1.75,9452,8,2200,9985
-122.115,47.3643,12.4272141941737,2,1.75,8645,7,1220,8645
-122.018,47.6849,13.8547312711176,5,3.25,6642,9,3720,6633
-122.386,47.5271,13.5797882244432,4,2.75,11900,9,2790,10070
-122.043,47.5254,12.899094818277,3,1,18050,7,1750,11640
-122.35,47.7635,12.5245263766487,3,1.5,9000,7,1910,7214
-122.352,47.6347,13.2176735572087,3,1,2500,8,1880,3600
-122.215,47.467,11.8493977015914,1,1,6890,4,1790,7969
-122.292,47.5658,12.4292161968444,3,1,6250,7,1760,6434
-122.31,47.3983,12.6698066617623,3,2.25,8909,7,2050,8909
-122.059,47.597,13.1323137082575,2,1,57000,7,3050,25545
-122.18,47.5415,13.0615512380076,5,2.5,9248,8,2090,8568
-122.301,47.7071,12.7938593104323,3,1,9206,7,1380,6384
-122.156,47.5634,14.0306219375812,4,2.75,8500,9,2940,8650
-122.386,47.5262,13.8014116335848,3,2.5,16080,9,2560,10070
-122.293,47.6231,13.1519221796459,2,1,4228,7,1060,4187
-122.292,47.477,12.6760762747759,3,1.75,41900,8,1160,8547
-122.265,47.5042,12.6443275764613,4,3,7426,7,1470,7426
-122.378,47.5258,12.784650371347,2,1,5000,7,990,5250
-122.388,47.6397,13.5606183083355,4,1.75,5595,7,1840,5596
-122.339,47.7565,12.6915804613119,3,1,7541,6,1140,6100
-122.31,47.3668,12.2452933586835,4,2.75,8677,7,1740,8677
-122.222,47.502,13.6231386653168,2,1,12775,6,2440,11852
-122.333,47.3356,13.1519221796459,3,2.5,11254,9,2390,11254
-122.292,47.6163,13.1021606700868,3,1.5,3400,8,1940,4000
-122.343,47.4458,13.4224679698547,4,3,28300,8,2820,27100
-122.29,47.572,12.7938593104323,4,2.5,4080,7,1340,4080
-122.29,47.572,13.2176735572087,4,2.5,4080,7,1340,4080
-122.328,47.4973,12.3238556811866,3,1.5,9000,7,1400,9075
-122.147,47.4497,13.1223633774043,3,2.75,9360,8,2260,10128
-122.12,47.4702,12.8609986132699,4,2,11700,8,2110,11700
-122.102,47.696,13.6384153201419,5,2.75,12611,10,2890,9456
-122.035,47.6817,13.0125485113971,3,2.25,3056,7,1560,3064
-122.191,47.5831,13.5007998131246,5,1.75,21357,7,2600,17539
-122.382,47.5252,13.2621253197795,4,1.5,7140,8,2240,6825
-122.192,47.7299,12.9715404876697,3,1.75,7300,7,1460,7560
-122.043,47.687,12.9831013100708,3,2.5,3987,7,1600,3152
-122.066,47.3006,12.3925522124728,3,1,9611,6,1200,9611
-122.355,47.6261,13.0247505485373,2,1.75,1760,6,2120,2802
-122.356,47.7218,12.5602444592508,2,1.5,1380,7,1050,1380
-122.186,47.4965,11.9250351157971,2,1,4222,5,860,4785
-122.134,47.5306,14.2665861773245,5,4.5,14731,11,4750,13404
-122.319,47.6051,13.3550611415234,5,2,2400,7,1320,2400
-122.369,47.5462,12.5602444592508,2,2.5,1073,7,1580,2036
-122.348,47.3274,12.1807548375459,3,1,8378,6,1140,8496
-121.991,47.5859,13.6140061817535,4,2.5,35679,9,2720,36728
-122.14,47.5953,13.2176735572087,3,2,12825,7,1490,10800
-122.195,47.6699,13.9377281906885,4,2.5,8281,9,3000,8281
-122.373,47.6544,13.3209683042714,2,2.75,1369,9,1910,1879
-122.361,47.5352,12.2060726455302,3,1,4380,6,1525,6026
-122.037,47.3603,12.8131171270367,4,2.5,6219,9,2960,5361
-122.218,47.2626,12.5608302525527,3,2.25,8375,8,2200,10002
-122.304,47.3347,12.5245263766487,2,1.5,32175,7,1270,10200
-122.169,47.3866,12.7682565615713,4,2.5,12843,9,2410,9383
-122.014,47.5747,13.3999951140026,4,3.25,9273,8,2360,7632
-122.118,47.6054,13.1711535415738,3,1.75,8835,7,1760,8580
-122.316,47.514,12.4760997827432,4,2.5,7800,7,1160,7800
-122.332,47.6561,13.4444468765734,2,1,4560,7,1500,4560
-121.974,47.7377,13.3439056473516,5,3.75,14648,9,3160,7882
-122.291,47.7098,12.7742233359154,3,1,7740,6,1130,7740
-122.186,47.5041,13.222208712374,4,3.5,10400,8,1720,4276
-122.174,47.3178,12.3216309861644,4,1,8355,7,1550,7938
-122.336,47.5006,12.3842188309136,3,1,8571,6,1100,8573
-122.027,47.5557,13.79019275,5,4.5,12250,10,3950,12250
-122.131,47.5305,13.9978321147582,4,1.75,13470,11,5790,13709
-122.296,47.6261,13.1323137082575,3,1,4000,7,1690,4000
-122.162,47.5008,12.618182296357,4,1.75,7865,7,1650,7865
-122.36,47.5175,12.0435537160324,3,1,5670,6,760,5040
-122.04,47.524,12.1807548375459,2,1,27007,5,1730,12632
-122.172,47.5014,12.5135573452781,5,1.5,6300,7,1380,6300
-122.172,47.5014,12.8185519230227,5,1.5,6300,7,1380,6300
-122.312,47.7274,12.714395139078,3,1.5,6332,7,1500,6337
-122.112,47.6191,13.1519221796459,3,2.5,8250,8,2040,8250
-122.258,47.4945,12.502466658584,3,1,4250,7,1820,8865
-122.143,47.5283,14.0623706358958,4,4,17832,11,3090,12369
-122.189,47.4733,12.6214880844915,3,2.5,4100,7,1660,4400
-122.307,47.7555,12.9480099902596,7,3,8624,8,1850,8031
-122.385,47.6856,12.8992198260901,3,1,4100,7,1800,4100
-122,47.2093,12.3238556811866,3,1,8437,6,1420,8500
-122.022,47.3496,12.2968270087986,2,2,2550,6,1310,2550
-122.216,47.7408,13.312983737013,3,2.5,9487,9,2490,9898
-122.292,47.7,13.3455069287185,4,2,6867,8,1250,6842
-122.311,47.5965,12.8479265317026,5,2,3240,5,1380,1260
-122.146,47.5916,13.3374747570213,4,2,7700,7,1710,7700
-122.029,47.5862,13.4408171085229,4,2.75,10970,10,2850,8416
-122.082,47.4517,12.3260754379249,4,2,7950,6,1530,20037
-122.263,47.498,12.4391665276976,3,2,6000,7,1980,6360
-122.004,47.5703,13.1421660047005,3,2.5,3658,8,1840,3739
-122.317,47.7402,13.1421660047005,4,2.5,5203,8,2260,7474
-122.352,47.6372,13.4939269338368,3,2.5,4000,7,1440,4000
-122.349,47.6868,13.1062339954744,2,1,2970,7,1370,3060
-122.097,47.7407,12.9598444479066,4,2.5,14196,7,1470,12852
-122.17,47.3291,12.607864348272,3,2.5,6162,8,1860,7017
-122.069,47.4856,13.4574060212159,4,2.5,40319,10,2990,40234
-122.346,47.6846,12.6443275764613,2,1,3000,6,1560,4500
-122.174,47.6703,12.7656884334656,3,1.75,8580,7,1500,8580
-122.238,47.5105,13.5797882244432,4,1.75,10061,7,2300,10061
-122.184,47.3919,12.6280670555895,4,2.5,5000,8,2230,6137
-122.288,47.5412,12.6603279178078,3,2.5,2865,7,1610,2582
-122.115,47.3737,12.4968748453182,5,3.5,6600,7,1140,6600
-122.162,47.7152,12.9831013100708,6,3.5,8620,8,1940,7350
-122.182,47.7208,13.0867361997612,6,4.5,7500,8,2010,7500
-122.34,47.76,12.9945186421935,3,1.75,8400,7,1860,8639
-122.181,47.7276,13.0389817684653,3,3,7500,7,2080,8000
-122.373,47.3186,12.1756134380455,3,1,6440,7,1190,6532
-122.512,47.4339,12.5776362019627,2,0.75,8313,5,880,26289
-122.179,47.4142,12.5234348720834,4,2,9600,7,1370,9600
-122.324,47.6609,13.7101500423064,4,2.5,3672,8,1510,3825
-121.997,47.634,13.9552725003394,4,4,103382,11,3470,88519
-122.015,47.545,13.312983737013,3,2.5,3667,9,2350,3600
-121.85,47.5318,12.7910776674704,3,2.5,3850,7,1970,3748
-122.209,47.6272,13.6529916284665,3,1.75,9900,7,1810,10796
-122.385,47.6748,13.1323137082575,3,2,2500,8,1550,5000
-122.173,47.7441,13.2445810101286,3,2.5,7394,9,2790,7642
-122.273,47.5569,13.279367126214,2,1.75,7110,7,1550,6835
-122.33,47.4092,12.7007688873663,4,3.25,7500,7,1920,7500
-122.368,47.7557,13.5277618166235,4,2.75,18700,9,2420,26140
-121.998,47.5393,13.6243500525031,4,2.5,7140,9,3240,6218
-121.89,47.552,13.1900220258781,3,1,40259,7,1710,34787
-121.976,47.576,13.7375490164946,4,2.5,101930,10,2880,213879
-122.391,47.5533,13.6819791653398,3,3.5,6000,10,1650,6000
-122.152,47.5612,13.7123697990448,4,2.25,9200,9,3030,9400
-122.352,47.7654,12.9551274580284,3,1,13900,7,1840,10667
-122.164,47.4954,12.3673407931263,3,1,11100,6,2080,8481
-122.463,47.4025,13.2085410736454,2,2,14057,8,2234,61011
-122.34,47.7298,12.7454857261481,2,1,7560,7,1270,7560
-122.12,47.4491,12.7217365459364,3,2.5,2930,8,1900,2943
-122.267,47.5368,12.9116423460887,3,1.75,5355,7,1790,6225
-122.291,47.4325,12.3013828253345,4,1,8250,7,1440,8466
-122.304,47.4942,12.0610468734799,2,1,8100,6,960,8100
-122.37,47.6368,13.3923905146174,3,1,3600,7,1710,3600
-122.323,47.6749,12.9141084385839,2,1,3000,6,890,3000
-122.287,47.7021,13.356644673129,6,2.5,8320,7,2360,7800
-122.354,47.533,12.7854910607618,5,2.75,4000,7,1630,4000
-121.908,47.6503,12.796633237315,3,1.75,17585,7,1200,7500
-122.298,47.7458,12.5317727851695,2,1,8149,6,1160,8149
-122,47.4599,13.3534750983677,4,3.75,40202,10,3050,41056
-122.136,47.3755,12.4450895460007,3,2.5,4597,8,2210,5000
-122.172,47.5497,13.066427745074,3,2.25,8400,8,2110,8400
-122.27,47.5554,12.4799093111599,3,1.75,3800,6,2180,4000
-122.27,47.5554,13.1421660047005,3,1.75,3800,6,2180,4000
-122.305,47.3335,12.1004343135072,3,1,10125,7,1250,9769
-122.086,47.569,13.1711535415738,4,2.25,7307,8,2020,7458
-122.345,47.6277,13.0794558763931,3,2.5,889,8,1340,1324
-122.389,47.5664,13.3862649211907,3,2,6440,7,1730,4640
-122.209,47.6851,13.7631640775921,4,1.75,7834,8,3210,7834
-122.318,47.7733,12.8800370066733,5,2.5,27951,7,1830,14373
-122.288,47.679,13.279367126214,4,1.75,5356,7,1680,5184
-122.114,47.4394,13.0389817684653,4,2.5,7504,7,2480,6727
-122.391,47.6584,13.0604879736862,3,1,4400,7,1240,4400
-122.036,47.386,12.4090134895269,3,2.5,4271,7,1520,3225
-122.291,47.7484,13.1223633774043,4,2,27631,8,2490,13158
-122.184,47.7498,13.0280526979331,3,2.5,8653,8,2090,6396
-121.88,47.532,13.0929345667135,4,2.5,3974,7,2620,4539
-121.913,47.6927,12.6346030265693,3,1.75,16105,7,1550,18615
-122.396,47.3076,13.0710700830168,4,3.5,14401,10,2780,10653
-122.181,47.7419,12.7068479334427,4,2.5,7210,7,2070,7210
-122.176,47.683,11.7752897294377,3,1,7520,7,1440,8400
-122.278,47.3557,12.6760762747759,3,2.5,7417,8,2370,6443
-122.281,47.5529,13.507625778195,4,2.5,6180,9,1390,4635
-122.303,47.7757,12.8076526325646,4,2.5,9600,7,1340,9110
-122.082,47.3434,12.3630763943398,3,1.5,11935,7,1350,11935
-122.174,47.3947,12.2596134124582,4,2,8288,7,1710,7200
-122.279,47.562,13.4298480771523,6,3.5,6320,8,1720,6360
-122.013,47.3544,13.0324386698763,4,3,7845,8,2800,6977
-122.176,47.7192,12.7628272011846,3,2.25,7261,7,1640,6789
-122.299,47.5413,12.7938593104323,3,2.75,6840,7,1910,6365
-122.146,47.351,12.7656884334656,4,2.5,10155,8,2330,7205
-122.221,47.2898,12.2452933586835,3,1,7420,6,1010,7420
-122.349,47.4413,12.4303155922877,2,1,11234,6,1930,11871
-122.349,47.4413,12.9831013100708,2,1,11234,6,1930,11871
-122.184,47.3766,12.5061772379805,3,1.75,7763,6,1440,7483
-122.268,47.7629,12.9899741893586,3,1.75,12940,7,2830,12600
-122.092,47.7553,13.3984788134846,4,2,23625,8,2300,24640
-122.379,47.5559,13.3770055957779,4,2.75,6350,7,2020,6350
-122.017,47.6085,13.437320091991,4,2.5,5423,9,2450,6453
-122.183,47.5102,12.7656884334656,7,3,9569,7,2150,7333
-122.124,47.7694,12.8346813049525,2,1,81892,6,2550,40089
-122.09,47.3099,12.0435537160324,3,1.5,81549,7,2220,93825
-122.369,47.6781,13.6876771864544,4,2.5,3841,9,1080,4922
-121.908,47.6492,12.9251312078746,4,2.5,5000,8,1400,8500
-121.972,47.5872,13.5670491986658,4,2.5,13609,10,3600,13609
-122.288,47.6189,14.0225247273486,5,4.5,4426,10,2950,4000
-122.012,47.7073,13.0147781667244,2,1.75,6852,8,1510,5912
-122.399,47.6859,13.210374254727,3,1.75,5000,7,1750,5000
-122.163,47.4528,12.6666570528594,3,2,11410,7,1680,9165
-122.175,47.5074,12.5314117091591,3,1,7566,7,1780,7520
-122.352,47.7338,12.896716695872,5,2,7030,8,1360,7964
-122.049,47.5196,13.1123130415508,5,2.75,10165,8,2440,10165
-122.381,47.3077,12.4607148639038,3,1.75,9000,8,2090,8400
-121.918,47.5629,13.3046849341983,2,2.5,102366,7,2460,310582
-122.343,47.6914,12.4874851049684,3,2.75,881,8,1120,1087
-122.28,47.3661,12.6791964021122,5,2.75,7000,7,1790,7330
-122.353,47.644,13.4327849368256,5,2.25,4000,7,1960,4000
-122.208,47.3286,12.5971007058406,4,2.5,5805,8,2360,7700
-122.098,47.7227,13.319573546692,4,2.5,37981,9,2450,37981
-122.365,47.4734,13.8104980161407,3,4.5,47044,9,2460,18512
-122.023,47.5665,13.1806322855283,3,2.25,11817,8,2190,10168
-122.269,47.5506,13.3277502071293,5,2.5,5150,8,1550,5150
-122.198,47.3282,12.8739020181058,3,2.5,21780,8,2670,23400
-122.033,47.6793,13.054084536651,3,2.5,6642,7,2120,5080
-122.163,47.5116,13.0898401856988,6,2.5,13501,8,2060,8745
-122.34,47.6985,12.7367008965923,3,2.5,1115,8,1410,1355
-122.207,47.3821,12.6198200273908,3,2.5,7201,8,2250,7240
-122.361,47.6886,13.1853381765657,3,1.75,3360,7,1400,3840
-122.153,47.5093,12.9979332990262,3,2.5,9592,8,2420,9145
-122.328,47.4132,13.0604879736862,4,2.5,8062,7,1920,8600
-122.084,47.3917,13.2878778158819,3,2.5,99752,9,2800,98010
-122.343,47.7599,12.6760762747759,3,1.75,12000,8,2030,6000
-122.295,47.5926,12.802158113247,2,2,1201,8,1150,1161
-122.257,47.7473,13.524489584247,4,2.25,18600,9,2880,14400
-122.023,47.7106,13.5278284855125,2,2.5,7957,8,2305,7220
-122.292,47.6196,13.6303850738376,4,3,4000,9,1670,4000
-121.854,47.5305,12.9066918409288,3,2.5,4125,7,1970,4105
-122.189,47.514,13.0058295611484,3,2.5,4565,7,2470,5064
-122.108,47.7502,12.7512996960135,3,1,17380,7,1410,18200
-122.199,47.736,12.824024724764,3,2,8925,7,2040,8856
-122.386,47.5491,12.7798730684576,2,1,6250,6,1350,6250
-122.09,47.4579,12.5061772379805,3,1,14110,7,2060,19350
-122.333,47.4117,12.9598444479066,4,2.75,15349,7,2280,9250
-122.146,47.4524,12.8071264667664,3,1.75,7875,8,1990,9720
-122.14,47.4394,12.6760762747759,3,2.25,6561,8,1710,7241
-122.185,47.3831,12.6915804613119,4,2.5,5797,9,2665,6119
-122.124,47.4459,12.7656884334656,3,2.25,10290,8,1970,10150
-122.263,47.4738,12.0435537160324,3,1.5,10176,6,1650,10176
-122.502,47.3356,12.4490188241406,2,1,28717,6,1860,28717
-122.389,47.6973,13.2176735572087,3,1,7500,7,2190,5250
-122.148,47.3069,13.635187003833,4,4.25,25714,12,3620,23035
-122.392,47.5588,12.9480099902596,3,1,5120,6,1220,5120
-122.236,47.5786,13.7375490164946,4,2.5,7350,8,1880,7350
-122.381,47.5344,12.8719770896962,2,1.5,4080,7,1320,4080
-122.201,47.6984,13.5251582569566,3,2.5,10183,8,1860,10401
-122.076,47.3594,12.5567295171433,3,1.75,9600,7,1680,9680
-122.286,47.6858,13.2844822268808,4,2,5000,7,1680,6000
-122.332,47.7338,12.8279923168018,3,1.75,8648,7,1290,8147
-122.117,47.3768,12.5602444592508,4,3,7194,7,1690,7194
-122.359,47.7683,12.7938593104323,3,1,9467,7,1570,9100
-121.859,47.5617,12.5245263766487,3,1,17859,7,1460,47044
-122.03,47.7106,12.9668784745639,2,2,4225,8,1660,4225
-122.372,47.7209,13.6494559736342,6,2.5,17864,8,2560,11532
-121.981,47.7422,12.663497492569,3,1,7838,6,1380,8128
-122.304,47.3487,12.8346813049525,3,2.5,7205,8,2050,7264
-122.321,47.6899,13.186276703148,3,1,4080,7,1560,4080
-122.342,47.2996,13.2285235732327,5,2.5,16905,11,3270,12133
-122.116,47.361,12.3238556811866,4,2,14120,7,1300,9709
-122.285,47.7752,13.1942188145048,4,2.5,9530,8,2710,10970
-122.154,47.4551,12.4490188241406,3,1,13650,7,1460,11730
-122.129,47.479,13.1806322855283,4,2.5,4836,7,2120,4750
-121.96,47.6596,13.2963166845278,3,2.75,31238,9,2650,38307
-122.124,47.6115,13.2140305659302,4,2,8880,7,1280,9102
-122.182,47.3187,12.3672344044885,3,1.75,8073,7,1280,8073
-122.321,47.6498,13.3046849341983,3,1.75,1325,9,1750,1572
-122.097,47.743,12.9761808672262,4,1,12528,7,1550,14120
-122.217,47.7085,13.0280526979331,3,1.5,6657,7,1420,8187
-122.328,47.7571,12.542366294777,3,1.75,11234,7,2080,9076
-122.216,47.3737,12.4968748453182,3,1.5,9072,7,1710,8000
-122.049,47.4306,13.3374747570213,4,2.5,220308,8,1890,65340
-122.305,47.607,13.3455069287185,3,3.5,1846,8,1480,3600
-122.305,47.6999,12.8713346226006,2,1,7000,7,1260,7528
-122.31,47.6227,13.9978321147582,4,2,3360,9,2090,3600
-122.02,47.4569,13.5778876853852,4,2.25,133729,8,2510,69696
-122.169,47.6737,13.2481145827099,5,2.25,6936,8,2100,8661
-122.353,47.3361,13.1519221796459,2,2.25,15000,8,2690,15000
-122.285,47.7761,13.312983737013,4,2.5,11870,8,2430,9600
-122.213,47.4744,12.9715404876697,4,3.75,4800,7,1180,4800
-122.409,47.6712,13.5985975564007,2,1.75,6000,7,2360,6000
-122.014,47.6036,13.2489960283377,3,2.5,4556,8,1530,5606
-122.29,47.5873,13.3808740725558,3,1.75,3870,7,2020,5850
-122.31,47.6106,13.1123130415508,2,1.75,2530,7,1500,1795
-121.998,47.541,13.6231386653168,4,2.5,5000,9,3370,5237
-122.152,47.4627,12.9831013100708,4,2.25,7506,8,2390,8015
-122.195,47.7321,13.0079621170944,3,1.75,7800,7,1520,7344
-122.119,47.5531,13.774688563444,5,2.75,10257,10,2860,9327
-122.331,47.6853,13.5670491986658,4,3,3600,8,1770,4000
-122.383,47.3191,12.5227065399317,3,2.25,9000,8,1930,8000
-122.34,47.7053,13.5007354274902,5,3,5167,8,1509,1626
-122.342,47.6384,13.0496851519063,3,1.5,890,8,1230,2120
-122.177,47.5904,13.3374747570213,4,1.75,18800,8,3050,14640
-121.978,47.5968,13.507625778195,4,3.5,5600,9,3080,5600
-122.335,47.7356,13.0170028617465,4,2.25,9565,8,1890,8580
-122.268,47.5529,13.0170028617465,4,1,4676,7,1140,4676
-122.31,47.6106,13.6441289412087,4,2.5,5298,9,1720,2283
-122.107,47.4674,12.7938593104323,3,2,79714,7,1890,36626
-122.47,47.4815,13.279367126214,3,2.5,100545,8,1277,100545
-122.171,47.7011,13.0411533219788,3,2.25,7923,7,1780,7420
-122.38,47.5315,12.7512996960135,2,1,4494,7,1470,5225
-122.286,47.6948,13.8924715991004,3,2.5,10302,10,1550,6300
-122.013,47.574,13.3739000032198,4,2.5,8391,8,2420,8391
-122.027,47.6253,13.4444468765734,4,2.5,8307,9,2820,8307
-122.306,47.7529,12.5496623499203,4,1,11111,7,1350,9113
-122.388,47.6925,13.2158537204917,3,1.75,6130,8,2140,7150
-122.395,47.648,13.610943392223,3,2,6000,9,2000,6000
-122.11,47.6386,13.4588356140255,3,2.25,11424,8,2050,11448
-122.116,47.6468,13.7465880411452,3,2.5,10360,9,2720,11941
-122.213,47.4627,12.5776362019627,3,1,11250,7,2200,11250
-121.772,47.4487,12.8266491332553,4,1.75,9300,7,1500,9752
-122.353,47.6795,13.0170028617465,2,1.75,2890,7,1500,3225
-122.178,47.3668,12.6237956510338,3,2.5,5700,8,1981,5894
-121.993,47.5744,13.4180136195053,4,2.5,10049,9,2820,8484
-122.173,47.7197,12.7188962719588,4,1.5,9360,6,1480,8155
-122.241,47.4979,12.4684369099977,2,1,5650,6,1270,6875
-122.367,47.6491,13.5277618166235,3,1.75,5700,8,1680,5350
-122.015,47.2624,12.7068479334427,4,2.25,122038,8,2030,48000
-122.342,47.654,13.6291809797728,5,3,2808,8,1620,1544
-122.351,47.4389,13.9377281906885,3,2.25,13791,8,2720,12600
-122.327,47.7552,12.6760762747759,3,1,7552,6,1200,8152
-122.045,47.407,12.4684369099977,2,1,15250,7,1520,34929
-122.338,47.4851,12.3238556811866,3,2,11475,6,1560,11475
-122.359,47.6976,12.5396836498704,1,1,6350,5,1270,6350
-122.296,47.726,13.1615840905576,4,3.5,10000,8,1530,8000
-122.017,47.5674,13.1323137082575,3,2.5,8060,8,1850,4661
-122.14,47.375,12.3630763943398,3,1.75,8366,7,1490,7469
-122.271,47.7728,13.1283454490819,4,2.5,5044,9,2790,5583
-122.184,47.6925,13.3146352650515,4,2.25,8858,8,2240,8858
-122.281,47.6839,12.9796470752027,3,1,6000,7,1570,5000
-122.2,47.524,12.4292161968444,3,1.5,10182,8,2210,9669
-122.141,47.5477,13.4856166367032,3,2.5,9307,9,2290,11524
-122.337,47.415,12.8505546541088,3,2,14400,8,1900,14400
-122.283,47.288,12.4950039373824,3,2.5,4400,8,2434,4400
-121.91,47.2653,12.5245263766487,1,0.75,14149,7,1130,24513
-122.021,47.6334,13.3862649211907,4,2.5,7140,8,2260,7035
-122.286,47.6767,12.9922546920573,2,1,5671,7,1850,5243
-122.377,47.5141,12.6915804613119,2,1,5070,7,860,6300
-122.322,47.6924,13.1021606700868,2,1,6380,7,1340,6380
-122.234,47.7361,13.1613917643718,4,2.5,6172,9,2380,6075
-122.03,47.4054,13.2085410736454,4,2.75,35040,9,2580,37263
-121.966,47.5852,13.8737794660882,4,4,20041,11,4640,17268
-122.147,47.5765,13.2030212804218,4,1.75,8250,7,1480,8360
-122.076,47.7358,13.0497926845695,4,1.75,21650,7,2700,29680
-122.024,47.72,12.9190224533863,2,2,3900,8,1440,5580
-122.192,47.3631,12.5845090812504,4,2.5,5950,8,2242,6406
-122.001,47.3277,12.4411447677097,3,1.75,10122,7,1980,10175
-122.354,47.5232,12.5425448821514,2,1,4662,6,890,6050
-122.065,47.4871,13.3978534282907,3,2.25,41346,10,3040,35395
-122.156,47.5897,13.3613802778748,4,2.25,8910,8,2250,8800
-122.197,47.7746,12.9922546920573,4,2.25,8300,8,2340,8500
-122.154,47.4908,12.6115377536383,3,2.5,3855,8,1310,3344
-122.314,47.4032,12.7512996960135,3,1.5,13496,8,1900,10538
-122.193,47.4391,12.5549674021499,4,2.25,8050,8,2190,7700
-122.339,47.6872,12.9598444479066,2,1,4920,7,1390,4732
-122.189,47.6621,13.4371741172444,3,1.75,8955,8,2210,8976
-122.149,47.5471,13.5278284855125,3,2.5,12987,8,2480,11665
-122.255,47.4949,12.4090134895269,4,1.5,8000,6,1420,8211
-122.296,47.5816,13.2801258126976,6,3.75,6924,7,1940,6000
-122.179,47.6962,13.4673705164754,4,2.5,7571,9,2880,7203
-122.361,47.5067,13.0058295611484,4,2,9099,7,1430,6825
-122.353,47.2904,12.3925522124728,3,2,6000,7,1870,6000
-122.285,47.7345,13.9810249964418,2,2.5,7155,8,2410,10476
-122.376,47.5677,13.1806322855283,3,1,5750,7,1500,5060
-122.33,47.7352,12.7656884334656,3,1.5,12199,7,1490,8196
-122.246,47.5115,14.3461388090264,4,3.75,17186,10,2290,13496
-122.163,47.7677,12.8713346226006,3,1,9630,7,1300,9453
-122.27,47.6788,13.5911162247484,4,2.75,6820,7,1980,6820
-122.41,47.6408,14.1519827945855,4,2.5,9630,9,3160,8025
-122.301,47.734,12.7393297909606,2,1,8612,7,1500,7956
-122.029,47.6227,13.5670491986658,4,2.5,10281,9,2750,7220
-122.271,47.2755,12.7656884334656,2,1.5,73600,7,1320,33600
-121.879,47.5328,13.0604879736862,3,2.5,4874,7,2360,4231
-122.134,47.7336,13.7262420902061,4,3,80837,11,3180,38715
-122.129,47.3663,12.7770521921159,4,2.5,4762,8,2900,5173
-122.186,47.6831,13.0604879736862,5,2,6000,6,2110,8400
-122.331,47.6558,13.4800378216761,3,2,5400,7,1640,5400
-122.304,47.5466,12.4874851049684,2,1,4000,6,1640,4500
-122.341,47.6857,13.3692234553359,3,1,4944,7,1500,4944
-122.313,47.5131,12.5776362019627,4,1.75,18900,7,1710,12400
-122.079,47.7597,13.0815413828841,5,4.75,35000,8,2750,36150
-122.293,47.5959,13.1900220258781,3,2,5600,7,2120,4958
-122.195,47.6537,13.7178977290973,3,1.75,12220,8,1980,9000
-122.213,47.7148,13.0368054890427,3,1.75,7330,7,1380,7191
-122.099,47.6191,14.1229952577122,3,2.5,21399,9,2830,17559
-122.188,47.3632,12.4872964079209,3,1.5,11599,7,1580,9760
-122.348,47.6598,12.7740816828236,3,1,3000,6,1320,1266
-122.174,47.5413,13.1052172185694,3,2.25,13100,8,2010,10650
-122.151,47.6463,14.0225247273486,4,3.5,37034,10,3200,36342
-122.319,47.7362,12.8199060193704,3,1,9194,7,1330,8650
-122.095,47.686,13.2463493571853,3,2.5,6294,9,2520,5735
-122.187,47.4621,12.5776362019627,3,2.25,7308,7,1480,7400
-122.077,47.369,12.1007121298723,3,1,5330,6,840,5200
-122.353,47.771,12.2783933071098,2,1,6000,6,1610,7313
-122.353,47.771,12.618182296357,2,1,6000,6,1610,7313
-122.322,47.3855,12.7728059012345,3,1.75,7881,7,1490,7527
-122.19,47.496,12.3710233658265,4,2,5926,5,1150,5485
-122.05,47.624,13.1223633774043,3,2.25,11946,8,2080,12068
-121.98,47.7462,12.8531758875887,3,2.25,4500,7,1760,6589
-122.38,47.6903,13.1519221796459,5,2.5,2402,7,1200,4005
-122.304,47.5723,12.4292161968444,1,1,2600,6,1560,5445
-122.384,47.6876,13.4187573904581,3,2.25,5300,7,1540,4800
-122.098,47.6897,13.5344730282312,3,2.25,13031,9,2480,10204
-122.353,47.627,13.4694929084995,3,1,2555,7,1820,2555
-122.365,47.6882,13.0368054890427,4,2,3840,6,1560,4800
-122.294,47.3748,11.8493977015914,3,1,10620,7,1380,10620
-122.333,47.6667,13.1123130415508,2,1,4284,7,2050,4284
-122.002,47.5534,13.5371185324196,3,3.25,5283,9,2950,5198
-122.002,47.5534,13.5476311128087,3,3.25,5283,9,2950,5198
-122.3,47.7055,12.7910776674704,4,1.5,6052,7,1510,6072
-122.396,47.5473,12.9945300058944,3,1,7500,6,1380,7500
-122.332,47.7224,12.8992198260901,4,1.5,7200,7,1630,7702
-122.393,47.6785,13.3877998409088,3,2,4080,7,1480,5100
-122.358,47.4574,12.4684369099977,3,1.75,5850,7,1220,8880
